Incident ID,Company Name,Industry,Attack Type,Date of Incident,Breach Size (No. of Records),Financial Loss (USD),Country,Attack Vector,Mitigation Time (Days)
233,Thomas-White,Retail,Ransomware,2019-08-26,,7408457.1899999995,Belgium,DDoS Attack,17.6
234,"Thomas, Glover and Taylor",Retail,Ransomware,2019-07-28,9279970.0,2336632.305,Poland,DDoS Attack,42.400000000000006
235,Bell-Colon,Retail,Malware,2018-12-18,7744405.0,7095513.705,UK,Phishing,5.6000000000000005
236,Hughes LLC,Retail,Ransomware,2018-04-24,4266700.0,2235443.0999999996,Belgium,Phishing,13.600000000000001
237,"Rivera, Francis and Duncan",Healthcare,Phishing,2019-12-08,9763805.0,6204547.3,UK,Compromised Vendor,34.5
238,Hughes-Jennings,Retail,Supply Chain Attack,2018-04-23,8363648.0,1275280.7999999998,Sweden,Compromised Vendor,25.6
239,Beck-Gross,Telecommunications,Data Breach,2018-01-07,3601781.0,1360346.652,Spain,Spear Phishing,49.50000000000001
240,Snyder-Johnson,Manufacturing,Ransomware,2019-05-21,7259719.0,2384491.8370000003,UK,Phishing,75.6
241,Carroll and Sons,Finance,Ransomware,2018-12-04,2238583.0,3631041.4,Belgium,Insider Threat,43.0
242,Dennis and Sons,Manufacturing,Data Breach,2018-01-21,,2301665.21,Sweden,Spear Phishing,14.0
243,Shelton-Shea,Retail,Ransomware,2019-06-15,1193331.0,1135734.375,UK,Compromised Vendor,35.2
244,Jefferson-Ballard,Tech,Ransomware,2018-08-18,2539200.0,2167495.82,Italy,Phishing,16.0
245,Donaldson and Sons,Tech,Ransomware,2018-03-11,298807.0,4946855.22,Netherlands,Compromised Vendor,40.0
246,Potter-Fleming,Healthcare,Data Breach,2019-05-24,5135505.0,5840155.34,Sweden,Phishing,72.0
247,"Cisneros, Salas and Sloan",Healthcare,Malware,2018-06-03,7503990.0,8951370.72,Belgium,Compromised Vendor,67.5
248,Sanford-Newton,Manufacturing,Supply Chain Attack,2019-09-07,3814451.0,1015759.8099999999,Spain,Phishing,47.599999999999994
249,West-Rose,Retail,Phishing,2018-07-05,445630.0,5715912.300000001,UK,Compromised Vendor,37.6
250,"Nixon, Taylor and Campbell",Manufacturing,Phishing,2019-01-20,760821.0,2370704.973,Netherlands,Insider Threat,44.8
251,"Johnson, King and Gonzales",Manufacturing,Denial of Service,2018-03-08,9385359.0,4599366.746,Belgium,DDoS Attack,61.599999999999994
252,Frank-Snow,Healthcare,Supply Chain Attack,2018-06-28,1105234.0,2776221.86,Denmark,Phishing,63.0
253,"Copeland, Wilson and Pitts",Healthcare,Ransomware,2019-11-29,8222861.0,1759804.82,Belgium,Phishing,19.5
254,Avila LLC,Healthcare,Phishing,2019-08-05,716413.0,5479061.7,Spain,DDoS Attack,45.0
255,"Garcia, Stephenson and Garner",Manufacturing,Supply Chain Attack,2019-05-08,1360569.0,481576.186,Belgium,Phishing,57.4
256,"Robertson, Fields and Harris",Healthcare,Ransomware,2018-06-13,4988142.0,6989134.72,Italy,Compromised Vendor,69.0
257,Haley LLC,Tech,Ransomware,2019-07-22,7564114.0,1751965.56,UK,Compromised Vendor,25.0
258,"Wiggins, Tucker and Wilkinson",Tech,Ransomware,2019-02-10,1612278.0,1809679.02,Netherlands,DDoS Attack,21.0
259,Sullivan-Smith,Retail,Ransomware,2018-09-23,6126855.0,4988199.915,Netherlands,Phishing,24.8
260,"Hobbs, Roy and Parker",Tech,Denial of Service,2018-11-27,4991308.0,3981371.03,UK,DDoS Attack,43.0
261,"Reese, Jones and Matthews",Manufacturing,Ransomware,2018-07-25,3996503.0,4041351.6520000002,UK,Compromised Vendor,22.4
262,Bartlett Group,Finance,Data Breach,2018-09-12,4178103.0,3492048.15,UK,DDoS Attack,60.0
263,Jones-Simmons,Healthcare,Malware,2019-07-28,2756047.0,9225673.5,Belgium,Phishing,36.0
264,Baxter Inc,Manufacturing,Supply Chain Attack,2018-06-04,936071.0,6354971.064,Netherlands,Spear Phishing,68.6
265,"Wright, Moore and Baker",Telecommunications,Phishing,2019-11-09,8944051.0,3584330.364,Spain,Insider Threat,41.800000000000004
266,Hoover Ltd,Telecommunications,Data Breach,2019-01-25,123251.0,3959272.02,Poland,Compromised Vendor,45.1
267,Rodriguez-Waters,Healthcare,Ransomware,2019-03-02,6435901.0,883305.28,Belgium,Phishing,25.5
268,"Taylor, Campbell and Williams",Retail,Data Breach,2019-08-19,3784941.0,7327388.01,Belgium,DDoS Attack,24.8
269,Meyer PLC,Manufacturing,Supply Chain Attack,2018-12-01,9958728.0,5813880.995000001,Sweden,DDoS Attack,21.0
270,Brooks-Stevens,Manufacturing,Ransomware,2019-06-20,4287032.0,2306196.1780000003,Sweden,Spear Phishing,49.0
271,Yates Ltd,Telecommunications,Data Breach,2018-05-25,2366536.0,3000470.148,Netherlands,Phishing,39.6
272,Townsend-Price,Retail,Ransomware,2018-01-03,,7186071.8100000005,Belgium,Compromised Vendor,32.800000000000004
273,"Riggs, Hughes and Thomas",Tech,Data Breach,2019-03-29,1127150.0,2268674.77,UK,Insider Threat,31.0
274,"Scott, Clark and Valdez",Telecommunications,Ransomware,2019-11-06,2037856.0,2919879.48,UK,Compromised Vendor,48.400000000000006
275,"Scott, Clark and Smith",Telecommunications,Ransomware,2018-06-01,4214607.0,406968.828,Spain,Phishing,47.300000000000004
276,"Jacobs, Summers and Salazar",Manufacturing,Data Breach,2018-01-04,7811393.0,339519.25800000003,Italy,DDoS Attack,32.199999999999996
277,Lane LLC,Manufacturing,Supply Chain Attack,2019-05-31,1323553.0,5594605.146,Sweden,Insider Threat,84.0
278,Crawford-Duncan,Finance,Phishing,2018-09-05,8550550.0,2679943.77,France,Phishing,13.0
279,Harris Inc,Healthcare,Malware,2018-07-06,3369698.0,8505783.66,Belgium,Phishing,24.0
280,Mendez-Santiago,Tech,Data Breach,2018-07-07,,957096.97,Netherlands,Compromised Vendor,5.0
281,"Smith, Johnson and Berry",Telecommunications,Ransomware,2019-02-12,8738019.0,1442511.7799999998,UK,DDoS Attack,11.0
282,Hall LLC,Healthcare,Supply Chain Attack,2019-11-22,,4083321.94,Belgium,Phishing,39.0
283,Robbins Ltd,Retail,Phishing,2018-02-20,9154939.0,2154732.855,France,Compromised Vendor,8.8
284,"Clarke, Leblanc and Crawford",Manufacturing,Data Breach,2019-11-01,,169188.097,Belgium,Phishing,35.0
285,Rodriguez PLC,Finance,Phishing,2018-04-07,4913162.0,3589464.55,Netherlands,Compromised Vendor,9.0
286,Cooley-Gonzalez,Telecommunications,Data Breach,2018-07-08,3621404.0,3159895.9319999996,UK,DDoS Attack,37.400000000000006
287,Johnson and Sons,Retail,Ransomware,2019-08-30,6434841.0,2460312.735,Netherlands,Phishing,14.4
288,"Guzman, Smith and Huerta",Healthcare,Ransomware,2018-06-05,,2737146.52,Denmark,DDoS Attack,79.5
289,"Rogers, Morales and Gomez",Manufacturing,Ransomware,2019-05-06,3228530.0,577091.359,Sweden,Phishing,32.199999999999996
290,Wilson PLC,Retail,Data Breach,2018-05-30,3402611.0,7031473.695,UK,Phishing,30.400000000000002
291,"Walker, Schneider and Luna",Tech,Ransomware,2019-01-27,,1048183.73,Belgium,Phishing,51.0
292,"Schaefer, Gonzalez and Baker",Retail,Supply Chain Attack,2018-05-30,,743076.9750000001,UK,Phishing,4.0
293,"Alvarez, York and Cooper",Manufacturing,Denial of Service,2018-10-18,5688789.0,4190131.1659999997,UK,Compromised Vendor,51.8
294,Ross LLC,Manufacturing,Denial of Service,2018-11-15,,731170.219,Belgium,Phishing,12.6
295,Duncan Ltd,Finance,Ransomware,2018-10-12,8803911.0,4540029.93,Sweden,DDoS Attack,43.0
296,"Jones, Reynolds and Huynh",Healthcare,Data Breach,2019-01-24,571242.0,459603.2,Italy,Phishing,30.0
297,Hunter-White,Retail,Supply Chain Attack,2018-02-28,207087.0,4989096.615,Germany,DDoS Attack,15.200000000000001
298,"Guerrero, Higgins and Palmer",Manufacturing,Data Breach,2018-12-13,6242135.0,2183038.819,France,DDoS Attack,8.399999999999999
299,"Flores, Floyd and Stephens",Retail,Malware,2019-08-28,259173.0,2032975.6500000001,Sweden,Compromised Vendor,16.0
300,Smith PLC,Healthcare,Ransomware,2019-02-28,451923.0,5974452.62,Netherlands,Phishing,9.0
301,Schaefer-Johnson,Manufacturing,Phishing,2019-01-31,8080044.0,958394.294,Netherlands,Insider Threat,77.0
302,Moore PLC,Manufacturing,Malware,2018-01-08,1410794.0,4012799.921,Denmark,Insider Threat,57.4
303,Lynn-Lewis,Healthcare,Data Breach,2019-05-06,431148.0,7785192.34,Spain,DDoS Attack,16.5
304,Brown-Robles,Retail,Data Breach,2019-05-16,,617187.135,Italy,Phishing,20.8
305,Woods Ltd,Manufacturing,Ransomware,2018-05-21,,1556801.441,Spain,DDoS Attack,29.4
306,Hodges and Sons,Telecommunications,Ransomware,2018-08-25,2294874.0,5346714.168,Germany,DDoS Attack,52.800000000000004
307,"Kramer, Smith and Smith",Manufacturing,Data Breach,2018-03-26,5058856.0,3000347.519,Italy,Phishing,61.599999999999994
308,Davis LLC,Telecommunications,Ransomware,2018-01-31,2119826.0,5095301.112,UK,Phishing,5.5
309,Scott Group,Retail,Malware,2019-12-24,3313955.0,6279116.9399999995,Belgium,DDoS Attack,32.800000000000004
310,Dalton and Sons,Healthcare,Ransomware,2019-11-04,5187422.0,9134818.16,Netherlands,Phishing,75.0
311,"Peterson, Sanchez and Reeves",Healthcare,Data Breach,2018-08-30,6803939.0,5087129.66,UK,DDoS Attack,63.0
312,Barnes Inc,Tech,Supply Chain Attack,2018-01-08,3475124.0,348733.86,Netherlands,Phishing,33.0
313,Coleman-Cook,Manufacturing,Ransomware,2018-03-09,1974035.0,2075130.8890000002,UK,DDoS Attack,25.2
314,Gutierrez Inc,Manufacturing,Phishing,2018-10-15,3248371.0,1191136.986,Spain,Insider Threat,39.199999999999996
315,Hill-Price,Manufacturing,Denial of Service,2018-06-12,2218120.0,4516771.61,UK,DDoS Attack,84.0
316,"Neal, Le and Schultz",Retail,Denial of Service,2019-04-04,1499593.0,6507444.885,Belgium,Phishing,15.200000000000001
317,Holloway LLC,Retail,Ransomware,2018-06-10,4757875.0,4316117.805,Sweden,DDoS Attack,46.400000000000006
318,"Jones, Moore and Nichols",Retail,Data Breach,2018-12-15,46121.0,4076712.84,UK,Insider Threat,12.0
319,Maldonado and Sons,Telecommunications,Ransomware,2018-01-14,2278860.0,1058008.56,Belgium,DDoS Attack,56.1
320,Baldwin-Armstrong,Telecommunications,Data Breach,2018-03-28,7791538.0,1560364.212,Belgium,DDoS Attack,44.0
321,Avila-Christensen,Retail,Data Breach,2019-04-18,1462323.0,3206820.9749999996,Belgium,DDoS Attack,30.400000000000002
322,Mason-Garcia,Telecommunications,Malware,2018-04-22,,5688543.659999999,Italy,Malware Infection,55.00000000000001
323,Montgomery LLC,Healthcare,Supply Chain Attack,2019-12-07,,8064134.94,Netherlands,Insider Threat,61.5
324,Bennett-White,Healthcare,Malware,2018-12-26,5557325.0,5903282.56,Germany,Compromised Vendor,76.5
325,"Clark, Decker and Smith",Retail,Data Breach,2018-09-06,,4599276.4350000005,Netherlands,DDoS Attack,43.2
326,Page Ltd,Telecommunications,Supply Chain Attack,2018-05-13,4817457.0,3399504.288,Belgium,DDoS Attack,35.2
327,Morrison-Lucas,Healthcare,Phishing,2019-03-07,,8881801.3,Belgium,Phishing,22.5
328,"Thomas, Choi and Dixon",Healthcare,Phishing,2019-11-06,569970.0,1547910.28,Spain,DDoS Attack,69.0
329,Russell and Sons,Healthcare,Data Breach,2019-12-20,3179010.0,8093075.1,UK,Malware Infection,67.5
330,"Beltran, Smith and Mendoza",Manufacturing,Data Breach,2018-03-16,9011212.0,4130008.298,UK,Phishing,25.2
331,"Edwards, Weaver and Gallagher",Finance,Malware,2019-06-22,202771.0,4833002.3,UK,DDoS Attack,45.0
332,Robinson LLC,Healthcare,Ransomware,2018-08-04,4660531.0,1821273.88,UK,Malware Infection,90.0
333,"Cisneros, Shaw and Keith",Retail,Phishing,2019-07-14,2929402.0,5785336.89,Italy,Compromised Vendor,32.800000000000004
334,Ruiz LLC,Telecommunications,Data Breach,2018-06-10,,1053553.092,Italy,Phishing,18.700000000000003
335,"Brown, Mccall and Dean",Healthcare,Denial of Service,2019-05-27,4891989.0,2376174.2,France,DDoS Attack,85.5
336,Bray LLC,Healthcare,Malware,2018-01-10,6742661.0,4336920.32,Netherlands,Phishing,9.0
337,Hernandez-Torres,Retail,Data Breach,2018-06-09,4531467.0,4205697.21,Italy,Compromised Vendor,35.2
338,"Smith, Davis and Townsend",Retail,Phishing,2019-06-11,426460.0,5752082.925000001,Belgium,Phishing,30.400000000000002
339,Morrow Group,Telecommunications,Malware,2018-12-06,5321417.0,4987547.796,Netherlands,Phishing,33.0
340,"Anderson, Owens and Page",Telecommunications,Ransomware,2018-03-25,,4381341.131999999,Sweden,Phishing,62.7
341,Mathews-Wilson,Finance,Ransomware,2018-05-15,,1464656.37,UK,Phishing,54.0
342,French PLC,Telecommunications,Supply Chain Attack,2019-09-17,6185155.0,3958255.392,Belgium,DDoS Attack,41.800000000000004
343,"Petersen, Vega and Elliott",Manufacturing,Data Breach,2018-07-05,7453370.0,6494433.802999999,Belgium,Phishing,77.0
344,"Harper, Frank and Aguilar",Retail,Malware,2019-07-08,5459949.0,3996701.505,Netherlands,Insider Threat,47.2
345,"French, Adams and Carpenter",Retail,Phishing,2019-11-03,5109064.0,6943424.535,Sweden,Phishing,44.800000000000004
346,Lopez PLC,Healthcare,Data Breach,2019-02-19,3353094.0,8709982.64,France,Phishing,45.0
347,"Evans, Burton and Rivers",Manufacturing,Supply Chain Attack,2018-10-27,9919835.0,605623.4600000001,Belgium,Phishing,78.39999999999999
348,Sullivan-Johnston,Tech,Data Breach,2018-06-24,3609322.0,1110589.5,Spain,DDoS Attack,34.0
349,Hall Group,Retail,Phishing,2019-12-19,3707591.0,4997204.699999999,Belgium,Compromised Vendor,10.4
350,"Adams, Nelson and Mcdaniel",Manufacturing,Phishing,2018-08-13,9126158.0,5522328.591000001,Spain,Phishing,36.4
351,"Cox, Andrews and May",Manufacturing,Phishing,2018-06-09,7237602.0,737690.486,UK,Phishing,40.599999999999994
352,Lucas-Paul,Tech,Ransomware,2019-07-16,4366110.0,3524146.45,Denmark,Compromised Vendor,9.0
353,Moon-Manning,Healthcare,Malware,2019-07-07,2891880.0,5092492.14,Belgium,Insider Threat,12.0
354,Hill-Foster,Manufacturing,Data Breach,2019-10-09,1854397.0,4831852.714,UK,Phishing,23.799999999999997
355,Smith-Anderson,Tech,Data Breach,2018-06-10,6549969.0,742161.12,UK,Compromised Vendor,47.0
356,Kelly-Dixon,Retail,Supply Chain Attack,2018-07-04,3578748.0,1427486.43,Spain,DDoS Attack,13.600000000000001
357,"Briggs, Romero and Chan",Retail,Malware,2019-10-19,9073554.0,1412411.3250000002,Sweden,Insider Threat,9.600000000000001
358,Burton Ltd,Healthcare,Supply Chain Attack,2018-01-23,601643.0,6322696.94,UK,Compromised Vendor,72.0
359,Perry Group,Retail,Ransomware,2019-01-27,,6002549.82,Belgium,Insider Threat,4.0
360,"Fowler, Hernandez and Guerra",Tech,Denial of Service,2019-09-03,9257527.0,3143429.85,Italy,DDoS Attack,22.0
361,"Cooper, Lozano and Williams",Retail,Ransomware,2019-05-09,,433239.765,Belgium,Spear Phishing,4.0
362,Nelson Ltd,Manufacturing,Phishing,2019-04-05,4212409.0,2669110.015,UK,DDoS Attack,28.0
363,"Walsh, Thornton and Sanders",Manufacturing,Malware,2018-01-22,,2015335.1400000001,Belgium,Compromised Vendor,75.6
364,"Ford, Garcia and Castillo",Tech,Malware,2018-04-03,4351543.0,3698069.42,Netherlands,Compromised Vendor,16.0
365,Watkins-Martinez,Manufacturing,Phishing,2018-05-19,1663722.0,1160281.915,Poland,DDoS Attack,74.19999999999999
366,Bray-Salazar,Retail,Ransomware,2019-07-10,8788717.0,918036.6300000001,Spain,Compromised Vendor,34.4
367,"Lyons, Maldonado and Estrada",Manufacturing,Malware,2018-11-01,6852347.0,6490402.542,Belgium,Phishing,72.8
368,"Odom, Zimmerman and Henderson",Retail,Supply Chain Attack,2018-10-15,2908778.0,3549111.1049999995,Belgium,Compromised Vendor,38.400000000000006
369,Scott-Sutton,Manufacturing,Supply Chain Attack,2019-04-18,8994203.0,1598795.276,Belgium,Compromised Vendor,57.4
370,Davis LLC,Telecommunications,Malware,2019-08-22,,2863344.816,UK,Phishing,24.200000000000003
371,"Black, Patel and Anderson",Telecommunications,Malware,2019-05-21,8553836.0,868794.576,Netherlands,Phishing,39.6
372,Rodriguez PLC,Healthcare,Ransomware,2019-10-15,4126481.0,8281069.66,Belgium,Phishing,75.0
373,"Choi, Gonzalez and Walsh",Retail,Phishing,2018-11-11,8337625.0,7007621.13,Spain,Phishing,40.0
374,"Barton, Lopez and Thomas",Tech,Malware,2018-07-27,9516777.0,690808.08,Belgium,Phishing,28.0
375,"Brown, Cox and Stewart",Healthcare,Denial of Service,2019-12-23,,3325386.9,UK,Insider Threat,90.0
376,"Mendoza, Parker and Bailey",Telecommunications,Malware,2018-04-09,2308378.0,4665966.131999999,Belgium,Phishing,62.7
377,Shaw PLC,Finance,Data Breach,2019-11-02,951596.0,2508023.82,Belgium,DDoS Attack,41.0
378,Fisher Inc,Healthcare,Data Breach,2018-03-02,5202089.0,2061661.98,Belgium,DDoS Attack,51.0
379,"Avila, Phillips and Moore",Tech,Denial of Service,2019-02-05,9630028.0,3307429.37,Netherlands,DDoS Attack,55.0
380,Mcintosh Inc,Manufacturing,Data Breach,2019-09-21,3592628.0,1632809.152,UK,Phishing,70.0
381,Peck Ltd,Healthcare,Data Breach,2018-12-04,8424664.0,1213842.12,Spain,DDoS Attack,78.0
382,Lee-Christensen,Healthcare,Ransomware,2019-09-20,2283158.0,1270100.8,Spain,Phishing,69.0
383,"Smith, Dickerson and Boyer",Retail,Malware,2018-06-21,,212412.99,Spain,Compromised Vendor,17.6
384,"Bowers, Lopez and Baker",Retail,Data Breach,2019-10-14,515526.0,4195075.11,Belgium,DDoS Attack,28.0
385,"Gray, Cook and Sosa",Retail,Malware,2018-11-13,6411932.0,3300080.6100000003,UK,Insider Threat,15.200000000000001
386,"Morrison, Smith and Smith",Retail,Supply Chain Attack,2019-01-02,8177583.0,7197222.8100000005,UK,Phishing,31.200000000000003
387,"Warren, Tyler and Taylor",Tech,Ransomware,2019-05-28,1911209.0,2190722.04,UK,Phishing,26.0
388,Martinez-Baker,Finance,Denial of Service,2019-12-12,9677397.0,4929390.84,Belgium,Phishing,47.0
389,"Garcia, Parker and Hurst",Manufacturing,Data Breach,2018-03-16,2297200.0,277191.668,Poland,Phishing,23.799999999999997
390,Turner LLC,Healthcare,Supply Chain Attack,2018-04-03,813591.0,5132106.18,Belgium,Compromised Vendor,88.5
391,"Rose, Lowe and Williams",Tech,Ransomware,2018-06-19,5601657.0,3931166.83,Belgium,Compromised Vendor,58.0
392,Bailey-Anderson,Manufacturing,Ransomware,2018-09-01,6933421.0,2548816.5560000003,France,Compromised Vendor,72.8
393,Smith-Nunez,Manufacturing,Data Breach,2018-07-14,,2782425.191,UK,Insider Threat,43.4
394,"Pugh, Jones and Jones",Healthcare,Denial of Service,2019-03-23,4940273.0,4446188.2,Italy,Spear Phishing,76.5
395,Cruz LLC,Telecommunications,Ransomware,2019-03-17,6925999.0,2733429.5160000003,UK,Phishing,42.900000000000006
396,"Wright, Sutton and Clark",Manufacturing,Data Breach,2018-04-11,7189988.0,403133.718,Belgium,Compromised Vendor,74.19999999999999
397,"Boone, Smith and Lowery",Retail,Data Breach,2019-04-12,,7347158.67,Belgium,Compromised Vendor,36.800000000000004
398,Torres-James,Manufacturing,Malware,2018-12-06,187930.0,4068606.2040000004,Netherlands,DDoS Attack,54.599999999999994
399,"Coleman, Vasquez and Flores",Healthcare,Ransomware,2019-03-13,4822201.0,5980040.9,Netherlands,Compromised Vendor,22.5
400,Lewis-Taylor,Retail,Data Breach,2019-03-25,7186762.0,5958553.095,UK,Phishing,24.8
401,"Torres, Jackson and Allen",Retail,Phishing,2019-01-27,5805223.0,6237393.945,Netherlands,Phishing,18.400000000000002
402,"Henson, Weiss and House",Retail,Data Breach,2019-08-15,2953303.0,4660844.985,UK,DDoS Attack,10.4
403,Yang LLC,Healthcare,Phishing,2018-05-26,9577437.0,3017841.74,Denmark,Spear Phishing,31.5
404,Alvarez-Harmon,Retail,Denial of Service,2019-12-22,2502185.0,3019521.765,UK,Phishing,8.0
405,"Bauer, Berger and Jones",Energy,Data Breach,2019-04-02,,241780.49,Netherlands,Compromised Vendor,21.0
406,Holmes LLC,Manufacturing,Ransomware,2019-08-11,5976977.0,6485262.095000001,Belgium,Compromised Vendor,43.4
407,"Anderson, James and Valdez",Healthcare,Supply Chain Attack,2018-02-15,,8142941.84,UK,Phishing,46.5
408,Watson-Taylor,Retail,Phishing,2019-10-28,1245928.0,5079511.0649999995,Netherlands,Compromised Vendor,35.2
409,"Conrad, Miranda and Black",Retail,Ransomware,2019-10-17,,4781413.905,Italy,Phishing,32.0
410,"Mathews, Crawford and Castro",Telecommunications,Denial of Service,2019-06-24,2599095.0,3747946.584,Netherlands,DDoS Attack,61.60000000000001
411,Hall LLC,Healthcare,Phishing,2018-11-08,7240978.0,6033817.4,Belgium,Phishing,87.0
412,Strickland and Sons,Retail,Data Breach,2019-09-03,4872108.0,4547691.585,Sweden,DDoS Attack,42.400000000000006
413,"Powell, Rose and Lawrence",Tech,Malware,2019-11-08,2982942.0,340633.07,Italy,DDoS Attack,50.0
414,"Scott, Hoffman and Dyer",Tech,Ransomware,2018-02-20,3607276.0,4815954.89,Poland,DDoS Attack,52.0
415,Palmer-Diaz,Manufacturing,Data Breach,2018-11-27,3765018.0,5649685.509,UK,Phishing,43.4
416,Krueger Group,Retail,Denial of Service,2018-03-16,846363.0,249080.43,UK,Compromised Vendor,40.0
417,"Williams, Smith and Green",Retail,Malware,2018-05-27,7517580.0,2791967.3850000002,Belgium,Phishing,40.0
418,"Smith, Murphy and Thompson",Healthcare,Data Breach,2019-09-12,192504.0,569782.98,UK,Phishing,52.5
419,"Barron, Carey and Hodge",Retail,Phishing,2018-08-31,7452748.0,3136832.235,Belgium,Spear Phishing,44.0
420,"Harris, Petty and Anthony",Tech,Ransomware,2019-07-08,7428598.0,4280982.74,Belgium,Compromised Vendor,50.0
421,Phillips-Weaver,Telecommunications,Supply Chain Attack,2018-06-08,482661.0,4657805.424,Spain,Phishing,28.6
422,Cardenas-Reyes,Finance,Malware,2019-01-26,4409308.0,3332949.45,UK,Insider Threat,13.0
423,"Gomez, Hopkins and Stephens",Healthcare,Phishing,2019-07-08,,4103599.84,UK,Phishing,85.5
424,"Davis, Phillips and Bolton",Healthcare,Supply Chain Attack,2019-04-09,472716.0,3842812.94,Belgium,DDoS Attack,33.0
